Šifra naselja;Naziv naselja;Poštanski ured;Minimalni rok uručenja;Maksimalna masa (g);Dostava subotom;Dostava u određeno vrijeme
2653;Ilovski Klokočevac ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2654;Ladislav;43280;4 (treći dan do 20 sati); ;Ne;Ne
2655;Palešnik ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2656;Velika Trnava ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2657;Gornja Ploščica ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2658;Gornja Trnovitica ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2659;Mala Mlinska;43280;4 (treći dan do 20 sati); ;Ne;Ne
2660;Mala Trnovitica ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2661;Mlinski Vinogradi ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2662;Nova Ploščica ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2663;Velika Mlinska;43280;4 (treći dan do 20 sati); ;Ne;Ne
2664;Velika Trnovitica ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2665;Blagorodovac;43280;4 (treći dan do 20 sati); ;Ne;Ne
2666;Duhovi;43280;4 (treći dan do 20 sati); ;Ne;Ne
2667;Gornji Uljanik;43280;4 (treći dan do 20 sati); ;Ne;Ne
2668;Uljanički Brijeg ;43280;4 (treći dan do 20 sati); ;Ne;Ne
2669;Uljanik ;43280;4 (treći dan do 20 sati); ;Ne;Ne
6380;Ribnjaci;43280;4 (treći dan do 20 sati); ;Ne;Ne
2681;Brđani Dapčevački;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2682;Donja Rašenica ;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2683;Gornja Rašenica;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2684;Grbavac ;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2685;Grubišno Polje ;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2686;Lončarica;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2687;Mala Barna;43290;4 (treći dan do 20 sati); ;Ne;Ne
2688;Mala Jasenovača;43290;4 (treći dan do 20 sati); ;Ne;Ne
2689;Mala Peratovica ;43290;4 (treći dan do 20 sati); ;Ne;Ne
2690;Poljani ;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2691;Treglava;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2692;Velika Barna;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2693;Velika Dapčevica ;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2694;Velika Jasenovača;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2695;Velika Peratovica ;43290;4 (treći dan do 20 sati); ;Ne;Ne
2696;Mali Zdenci ;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2697;Orlovac Zdenački ;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2698;Veliki Zdenci ;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2699;Dijakovac ;43290;4 (treći dan do 20 sati); ;Ne;Ne
2700;Ivanovo Selo;43290;2 (drugi dan do 15 sati); ;Ne;Ne
2701;Mala Dapčevica ;43290;4 (treći dan do 20 sati); ;Ne;Ne
2702;Munije;43290;4 (treći dan do 20 sati); ;Ne;Ne
2703;Rastovac;43290;4 (treći dan do 20 sati); ;Ne;Ne
2704;Turčević Polje;43290;4 (treći dan do 20 sati); ;Ne;Ne
2529;Batinjani ;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2530;Batinjska Rijeka;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2531;Bijela;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2532;Daruvar ;43500; ; ;Ne;Ne
2533;Daruvarski Vinogradi;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2534;Dobra Kuća ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2535;Doljani ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2536;Donji Borki ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2537;Donji Daruvar ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2538;Golubnjak ;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2539;Gornji Borki;43500;4 (treći dan do 20 sati); ;Ne;Ne
2540;Gornji Daruvar;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2541;Ivanovo Polje ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2542;Kip ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2543;Lipovac Majur ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2544;Ljudevit Selo ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2545;Markovac;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2546;Pakrani ;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2547;Srednji Borki ;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2548;Šibovac;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2549;Vrbovac ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2550;Vukovije;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2551;Boriš;43500;4 (treći dan do 20 sati); ;Ne;Ne
2552;Brestovac Daruvarski;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2553;Brestovačka Brda ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2554;Dioš ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2555;Končanica (Končenice) ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2556;Otkopi;43500;4 (treći dan do 20 sati); ;Ne;Ne
2557;Stražanac;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2558;Šuplja Lipa;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2559;Dežanovac;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2560;Donji Sređani;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2561;Drlež;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2562;Gornji Sređani ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2563;Goveđe Polje ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2564;Imsovac ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2565;Kaštel Dežanovački ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2566;Kreštelovac;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2567;Sokolovac ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2568;Trojeglava;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2569;Barica;43500;4 (treći dan do 20 sati); ;Ne;Ne
2570;Miljanovac;43500;4 (treći dan do 20 sati); ;Ne;Ne
2705;Borova Kosa ;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2706;Donja Vrijeska;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2707;Gornja Vrijeska ;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2708;Maslenjača ;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2709;Bastajski Brđani ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2710;Koreničani ;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2711;Mali Bastaji;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2712;Mali Miletinac;43500;4 (treći dan do 20 sati); ;Ne;Ne
2713;Škodinovac ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2714;Veliki Bastaji;43500;3 (drugi dan do 20 sati); ;Ne;Ne
2715;Veliki Miletinac;43500;4 (treći dan do 20 sati); ;Ne;Ne
2716;Donje Cjepidlake;43500;4 (treći dan do 20 sati); ;Ne;Ne
2717;Đulovac;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2718;Gornje Cjepidlake ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2720;Katinac ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2721;Mala Babina Gora;43500;4 (treći dan do 20 sati); ;Ne;Ne
2722;Nova Krivaja;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2723;Potočani ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2724;Puklica ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2725;Removac ;43500;4 (treći dan do 20 sati); ;Ne;Ne
2726;Stara Krivaja ;43500;4 (treći dan do 20 sati); ;Ne;Ne
7992;SIRAČ;43500;2 (drugi dan do 15 sati); ;Ne;Ne
2727;Bok Palanječki ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2728;Hrastelnica ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2729;Odra Sisačka ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2730;Palanjek;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2731;Setuš;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2732;Sisak ;44000; ; ; ; 
2733;Stara Drenčina ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2734;Staro Pračno ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2735;Strelečko;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2736;Stupno;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2737;Tišina Erdedska;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2738;Tišina Kaptolska ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2739;Vurot ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2740;Žabno;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2741;Žirčica ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2746;Desna Martinska Ves ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2747;Desni Dubrovčak;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2748;Desno Trebarjevo;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2749;Desno Željezno ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2750;Jezero Posavsko ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2751;Lijeva Luka ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2752;Lijeva Martinska Ves;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2753;Lijevo Trebarjevo ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2754;Lijevo Željezno;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2755;Ljubljanica ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2756;Mahovo;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2757;Budaševo ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2758;Novo Selo Palanječko ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2759;Prelošćica;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2760;Topolovac ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2761;Gušće ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2762;Lukavec Posavski;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2763;Veliko Svinjičko ;44000;4 (treći dan do 20 sati); ;Ne;Ne
2764;Čigoč ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2765;Kratečko ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2766;Lonja ;44000;4 (treći dan do 20 sati); ;Ne;Ne
2767;Mužilovčica ;44000;4 (treći dan do 20 sati); ;Ne;Ne
2768;Suvoj ;44000;4 (treći dan do 20 sati); ;Ne;Ne
2869;Brkiševina ;44000;4 (treći dan do 20 sati); ;Ne;Ne
2870;Letovanić;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2871;Palanjek Pokupski ;44000;4 (treći dan do 20 sati); ;Ne;Ne
2872;Pokupsko Vratečko;44000;4 (treći dan do 20 sati); ;Ne;Ne
2873;Stari Brod;44000;4 (treći dan do 20 sati); ;Ne;Ne
2874;Stari Farkašić;44000;4 (treći dan do 20 sati); ;Ne;Ne
2875;Šišinec ;44000;4 (treći dan do 20 sati); ;Ne;Ne
2876;Vrh Letovanički;44000;4 (treći dan do 20 sati); ;Ne;Ne
2887;Greda ;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2888;Jazvenik;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2889;Sela;44000;2 (drugi dan do 15 sati); ;Ne;Ne
2742;Sisak-Caprag;44010; ; ; ; 
2743;Crnac ;44010;2 (drugi dan do 15 sati); ;Ne;Ne
2744;Novo Pračno;44010;2 (drugi dan do 15 sati); ;Ne;Ne
2745;Novo Selo ;44010;2 (drugi dan do 15 sati); ;Ne;Ne
2791;Četvrtkovac;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2792;Donja Letina;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2793;Donji Hrastovac ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2794;Drljača;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2795;Gornja Letina ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2796;Gradusa Posavska;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2797;Greda Sunjska ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2798;Krivaj Sunjski;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2799;Novoselci ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2800;Petrinjci ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2801;Pobrđani ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2802;Radonja Luka;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2803;Staza ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2804;Sunja ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2805;Vedro Polje ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2806;Žreme;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2807;Bestrma ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2812;Brđani Cesta ;44210;4 (treći dan do 20 sati); ;Ne;Ne
2813;Brđani Kosa;44210;4 (treći dan do 20 sati); ;Ne;Ne
2814;Donje Komarevo;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2815;Gornje Komarevo ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2817;Kinjačka ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2818;Kladari ;44210;4 (treći dan do 20 sati); ;Ne;Ne
2819;Klobučak ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2820;Madžari;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2821;Mala Gradusa;44210;4 (treći dan do 20 sati); ;Ne;Ne
2822;Mala Paukova;44210;4 (treći dan do 20 sati); ;Ne;Ne
2825;Sjeverovac;44210;4 (treći dan do 20 sati); ;Ne;Ne
2826;Staro Selo;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2828;Velika Gradusa;44210;4 (treći dan do 20 sati); ;Ne;Ne
2829;Vukoševac;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2830;Bistrač;44210;4 (treći dan do 20 sati); ;Ne;Ne
2831;Bobovac ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2832;Crkveni Bok ;44210;4 (treći dan do 20 sati); ;Ne;Ne
2833;Ivanjski Bok;44210;4 (treći dan do 20 sati); ;Ne;Ne
2834;Selišće Sunjsko ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2835;Strmen;44210;4 (treći dan do 20 sati); ;Ne;Ne
2836;Čapljani ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2837;Jasenovčani;44210;4 (treći dan do 20 sati); ;Ne;Ne
2838;Kostreši Šaški ;44210;4 (treći dan do 20 sati); ;Ne;Ne
2839;Papići ;44210;4 (treći dan do 20 sati); ;Ne;Ne
2840;Slovinci;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2841;Šaš ;44210;2 (drugi dan do 15 sati); ;Ne;Ne
2842;Timarci ;44210;4 (treći dan do 20 sati); ;Ne;Ne
2769;Begovići ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2770;Čuntić;44250;4 (treći dan do 20 sati); ;Ne;Ne
2771;Deanovići;44250;4 (treći dan do 20 sati); ;Ne;Ne
2772;Dodoši ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2773;Donja Bačuga ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2774;Donja Mlinoga ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2775;Donja Pastuša;44250;4 (treći dan do 20 sati); ;Ne;Ne
2776;Dragotinci;44250;4 (treći dan do 20 sati); ;Ne;Ne
2777;Gornja Bačuga;44250;4 (treći dan do 20 sati); ;Ne;Ne
2778;Gornja Mlinoga;44250;4 (treći dan do 20 sati); ;Ne;Ne
2779;Gornja Pastuša ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2780;Grabovac Banski ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2781;Hrvatski Čuntić ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2782;Jabukovac ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2783;Kraljevčani;44250;4 (treći dan do 20 sati); ;Ne;Ne
2784;Luščani ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2785;Mačkovo Selo ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2786;Miočinovići ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2787;Pecki ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2788;Prnjavor Čuntićki ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2789;Tremušnjak ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2790;Veliki Šušnjar;44250;4 (treći dan do 20 sati); ;Ne;Ne
2808;Bijelnik;44250;4 (treći dan do 20 sati); ;Ne;Ne
2809;Blinja;44250;4 (treći dan do 20 sati); ;Ne;Ne
2810;Blinjska Greda;44250;4 (treći dan do 20 sati); ;Ne;Ne
2811;Blinjski Kut;44250;4 (treći dan do 20 sati); ;Ne;Ne
2816;Jošavica ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2823;Moštanica;44250;4 (treći dan do 20 sati); ;Ne;Ne
2824;Petkovac;44250;4 (treći dan do 20 sati); ;Ne;Ne
2827;Stražbenica;44250;4 (treći dan do 20 sati); ;Ne;Ne
2843;Brest Pokupski;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2844;Cepeliš;44250;4 (treći dan do 20 sati); ;Ne;Ne
2845;Donja Budičina ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2846;Donje Mokrice ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2847;Dumače ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2848;Glinska Poljana ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2849;Gora;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2850;Gornje Mokrice;44250;4 (treći dan do 20 sati); ;Ne;Ne
2851;Graberje;44250;4 (treći dan do 20 sati); ;Ne;Ne
2852;Hrastovica;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2853;Klinac;44250;4 (treći dan do 20 sati); ;Ne;Ne
2854;Križ Hrastovački;44250;4 (treći dan do 20 sati); ;Ne;Ne
2855;Međurače;44250;4 (treći dan do 20 sati); ;Ne;Ne
2856;Nebojan ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2857;Nova Drenčina;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2858;Novi Farkašić ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2859;Novo Selište ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2860;Petrinja;44250; ; ;Ne;Ne
2861;Sibić;44250;4 (treći dan do 20 sati); ;Ne;Ne
2862;Slana ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2863;Srednje Mokrice ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2864;Strašnik ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2865;Taborište;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2866;Vratečko ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2867;Župić ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2868;Mošćenica ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2877;Brežane Lekeničke ;44250;4 (treći dan do 20 sati); ;Ne;Ne
2878;Cerje Letovanićko;44250;4 (treći dan do 20 sati); ;Ne;Ne
2879;Donji Vukojevac ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2880;Dužica ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2881;Gornji Vukojevac;44250;4 (treći dan do 20 sati); ;Ne;Ne
2882;Lekenik ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2883;Pešćenica ;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2884;Petrovac;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2885;Poljana Lekenička;44250;2 (drugi dan do 15 sati); ;Ne;Ne
2886;Žažina;44250;2 (drugi dan do 15 sati); ;Ne;Ne
3096;Gornja Vlahinićka;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3097;Grabričina ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3098;Grabrov Potok ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3099;Katoličko Selišće;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3100;Kompator;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3101;Ludinica;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3102;Mala Ludina ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3103;Mustafina Klada ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3104;Okoli ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3105;Ruškovica;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3106;Velika Ludina ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3107;Vidrenjak ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3108;Donja Jelenska;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3109;Donja Vlahinička ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3110;Gornja Jelenska ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3111;Moslavačka Slatina ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3112;Osekovo ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3113;Podbrđe;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3114;Popovača ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3115;Potok ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3116;Stružec;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3117;Donja Gračenica;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3118;Gornja Gračenica ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3119;Voloder ;44317;2 (drugi dan do 15 sati); ;Ne;Ne
3120;Batina;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3121;Brinjani;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3122;Ciglenica ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3123;Čaire;44320;4 (treći dan do 20 sati); ;Ne;Ne
3124;Gojlo ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3125;Husain;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3126;Ilova ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3127;Katoličke Čaire ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3128;Kletište ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3129;Krajiška Kutinica;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3130;Kutina;44320; ; ;Ne;Ne
3131;Kutinica;44320;4 (treći dan do 20 sati); ;Ne;Ne
3132;Kutinska Slatina;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3133;Mikleuška;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3134;Mišinka;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3135;Repušnica;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3136;Selište;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3137;Stupovača;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3138;Šartovac ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3139;Banova Jaruga ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3140;Jamarica;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3141;Janja Lipa;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3142;Međurić ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3143;Zbjegovača ;44320;2 (drugi dan do 15 sati); ;Ne;Ne
3144;KOZARICE;44330;4 (treći dan do 20 sati); ;Ne;Ne
3145;Kraljeva Velika ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3146;Krivaj;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3147;Lipovljani;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3148;Novi Grabovac ;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3149;Piljenice ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3150;Borovac ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3151;Jazavica;44330;4 (treći dan do 20 sati); ;Ne;Ne
3152;Rađenovci;44330;4 (treći dan do 20 sati); ;Ne;Ne
3153;Rajčići ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3154;Rajić;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3155;Roždanik ;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3156;Jasenovac ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3157;Košutarica ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3158;Mlaka ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3159;Tanac ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3160;Uštica ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3161;Višnjica Uštička ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3162;Drenov Bok;44330;4 (treći dan do 20 sati); ;Ne;Ne
3163;Krapje;44330;4 (treći dan do 20 sati); ;Ne;Ne
3164;Plesmo;44330;4 (treći dan do 20 sati); ;Ne;Ne
3165;Puska ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3166;Trebež ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3167;Bair;44330;4 (treći dan do 20 sati); ;Ne;Ne
3168;Brestača ;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3169;Brezovac Subocki;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3170;Bročice;44330;4 (treći dan do 20 sati); ;Ne;Ne
3171;Kričke ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3172;Lovska;44330;4 (treći dan do 20 sati); ;Ne;Ne
3173;Nova Subocka;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3174;Novska;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3175;Paklenica ;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3176;Popovac Subocki ;44330;4 (treći dan do 20 sati); ;Ne;Ne
3177;Sigetac Novski;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3178;Stara Subocka ;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3179;Stari Grabovac;44330;2 (drugi dan do 15 sati); ;Ne;Ne
3180;Voćarica ;44330;4 (treći dan do 20 sati); ;Ne;Ne
2890;Balinac ;44400;4 (treći dan do 20 sati); ;Ne;Ne
2891;Baturi;44400;4 (treći dan do 20 sati); ;Ne;Ne
2892;Bijele Vode ;44400;4 (treći dan do 20 sati); ;Ne;Ne
2893;Bišćanovo ;44400;4 (treći dan do 20 sati); ;Ne;Ne
2894;Bojna ;44400;4 (treći dan do 20 sati); ;Ne;Ne
2895;Borovita;44400;4 (treći dan do 20 sati); ;Ne;Ne
2896;Brestik ;44400;4 (treći dan do 20 sati); ;Ne;Ne
2897;Brezovo Polje ;44400;4 (treći dan do 20 sati); ;Ne;Ne
